"#","No","Issue Title","Issue Details","State","Labels","User name","created","Updated"
"","1","SOLR-8573: Implement ConnectionImpl,StatementImpl,ResultSetImpl clear…","…Warnings and getWarnings","closed","","joel-bernstein","2016-01-24T03:03:41Z","2016-01-24T03:45:02Z"
"","489","SOLR-12955: separate DistribUpdateProcessor to Zk and nonZk classes","","closed","","barrotsteindev","2018-11-03T20:21:05Z","2019-01-19T08:57:00Z"
"","487","LUCENE-8557: LeafReader.getFieldInfos should always return the same instance","","closed","","tpunder","2018-11-02T22:25:53Z","2019-01-18T23:41:29Z"
"","485","Fix parameter name in example","","closed","","epugh","2018-10-26T19:51:39Z","2019-01-18T22:54:57Z"
"","482","LUCENE-8539: fix some typos and improve style in TestStopFilter","","closed","","diegoceccarelli","2018-10-22T23:09:10Z","2019-02-13T05:48:01Z"
"","481","LUCENE-8537: ant test command fails under lucene/tools","","closed","","petersomogyi","2018-10-18T18:44:20Z","2018-11-10T08:21:54Z"
"","479","Log Delete Query Processor custom component","","closed","","tirthmehta1994","2018-10-18T00:55:43Z","2018-10-23T16:43:26Z"
"","478","Query Source Tracker custom component","","open","","tirthmehta1994","2018-10-18T00:55:14Z","2018-11-12T02:44:07Z"
"","477","SOLR-12902: Block Expensive Queries custom component","","open","","tirthmehta1994","2018-10-18T00:54:31Z","2019-01-09T20:12:50Z"
"","476","SOLR-12882: Eliminate excessive lambda allocation in FacetFieldProcessorByHashDV.collectValFirstPhase","","closed","","tpunder","2018-10-17T21:49:29Z","2019-01-18T23:31:06Z"
"","475","SOLR-12881: Remove unneeded import statements","","closed","","petersomogyi","2018-10-17T21:02:29Z","2018-11-15T08:58:14Z"
"","474","SOLR-12880: Show the FacetProcessor class name in the “processor” field of the JSON Facets “debug-trace” debug output","","closed","","tpunder","2018-10-17T20:02:03Z","2019-01-18T23:32:42Z"
"","472","SOLR-12875: Added resize logic for UniqueBlockSlotAcc.lastSeenValuesPerSlot and UniqueSlotAcc.counts","","closed","","tpunder","2018-10-16T21:00:17Z","2019-01-18T23:37:05Z"
"","471","SOLR-8335 HdfsLockFactory should eventually release index after crash.","","open","","manokovacs","2018-10-16T06:53:05Z","2019-03-08T16:56:53Z"
"","469","SOLR-12870: Use StandardCharsets instead of String values","","closed","","petersomogyi","2018-10-15T18:46:50Z","2019-07-20T04:52:01Z"
"","463","SOLR-12833: Use timed-out lock in DistributedUpdateProcessor","","closed","","jefferyyuan","2018-10-04T23:28:33Z","2019-01-20T19:39:04Z"
"","462","LUCENE-8523: Fix typo for JapaneseNumberFilterFactory usage","","closed","","ajhalani","2018-10-04T16:35:43Z","2018-10-22T13:51:36Z"
"","459","SOLR-8335 HdfsLockFactory should eventually release index after crash.","","closed","","manokovacs","2018-09-27T09:24:45Z","2018-10-15T13:33:19Z"
"","455","SOLR-12638","","closed","","moshebla","2018-09-17T13:05:45Z","2019-04-10T07:05:11Z"
"","450","Add rule exception for ""imento"" and ""mento"" suffix","","open","","ceciliassis","2018-09-13T16:46:54Z","2018-09-14T17:59:27Z"
"","448","SOLR-12718 StreamContext ctor should always take a SolrClientCache","","open","","gezapeti","2018-09-10T22:15:06Z","2018-10-22T20:12:06Z"
"","447","LUCENE-8416 Add tokenized version of o.o. to Stempel stopwords","","open","","gezapeti","2018-09-10T21:27:16Z","2018-09-10T21:27:16Z"
"","443","SOLR-12722: add fl param to ChildDocTransformer","","closed","","moshebla","2018-08-30T07:24:55Z","2018-09-06T04:32:53Z"
"","438","SOLR-12593: Remove date parsing functionality from extraction contrib","","closed","","barrotsteindev","2018-08-21T19:22:46Z","2018-09-28T20:52:44Z"
"","436","SOLR-12652: Remove SolrMetricManager.overridableRegistryName method","","closed","","petersomogyi","2018-08-15T15:18:01Z","2018-09-27T19:58:28Z"
"","430","SOLR-12485: support labelled children in xml documents","","closed","","moshebla","2018-08-02T16:04:08Z","2018-08-07T17:53:50Z"
"","429","Accept any key in cluster properties","","closed","","jefferyyuan","2018-08-02T00:46:42Z","2018-10-04T23:28:06Z"
"","428","SOLR-12586: deprecate joda-time and use java.time instead","","closed","","barrotsteindev","2018-08-01T17:41:59Z","2018-08-07T15:52:55Z"
"","424","LUCENE-8415: Clean up Directory contracts (write-once, no reads-before-write-completed)","","closed","","dweiss","2018-07-20T09:23:20Z","2019-01-19T01:25:24Z"
"","422","xxSOLR-12357 Premptive creation of collections in Time Routed Aliases","","closed","","nsoft","2018-07-19T03:32:51Z","2018-08-08T02:33:06Z"
"","421","SOLR-7557: Fix parsing of child documents using queryAndStreamResponse","","closed","","computerlove","2018-07-18T12:22:41Z","2018-10-26T23:18:45Z"
"","419","SOLR-12551 - upgrade to Tika 1.18, first draft","","closed","","tballison","2018-07-13T21:20:53Z","2019-01-09T20:04:05Z"
"","418","SOLR-12423 - upgrade to Tika 1.18, first draft","","closed","","tballison","2018-07-13T21:13:42Z","2018-10-11T15:08:05Z"
"","417","Fixes SOLR-12550: ConcurrentUpdateSolrClient doesn't respect timeouts for commits and optimize","","closed","","morissm","2018-07-12T22:13:35Z","2020-02-20T12:29:21Z"
"","416","WIP: SOLR-12519","","closed","","moshebla","2018-07-12T11:15:43Z","2018-08-29T14:33:15Z"
"","413","SOLR-11431: Leader candidate cannot become leader if replica responds 500 to PeerSync","","closed","stale-closed,","petersomogyi","2018-07-04T10:26:46Z","2020-12-23T19:37:59Z"
"","412","SOLR-12533 Collection collection fails if metrics are called during core creation","","closed","","gezapeti","2018-07-02T14:30:07Z","2018-07-04T14:42:08Z"
"","410","SOLR-12441: add deeply nested URP for nested documents metadata","","closed","","moshebla","2018-06-25T08:43:15Z","2018-08-06T07:18:53Z"
"","407","SOLR-12413 - prefer version zero from zookeeper","","closed","","nsoft","2018-06-19T20:57:20Z","2019-01-19T01:19:54Z"
"","406","Fix parameters mapping in JSON Request","","closed","","vlastv","2018-06-19T09:39:54Z","2019-01-18T23:48:32Z"
"","403","SOLR-12193 Move some log messages to TRACE level","","closed","","gezapeti","2018-06-12T20:22:14Z","2019-11-26T19:57:09Z"
"","400","Put example query on its own line. Also fixes bug where asterisks did not show","","closed","","janhoy","2018-06-11T08:22:45Z","2018-06-11T19:28:40Z"
"","397","Matches highlighter: LUCENE-8349","","open","","romseygeek","2018-06-06T14:23:05Z","2018-06-06T14:36:37Z"
"","395","WIP SOLR-12362: add tests for working relational docs","","closed","","moshebla","2018-06-05T12:12:23Z","2018-06-25T11:43:48Z"
"","394","Synchronized disruption","","closed","","cahilltr","2018-06-04T23:22:45Z","2018-06-06T06:32:01Z"
"","392","LUCENE-8345 - add wrapper class constructors to forbiddenapis","","closed","","michaelbraun","2018-06-03T20:48:10Z","2018-07-16T10:26:41Z"
"","385","WIP: SOLR-12361","","closed","","moshebla","2018-05-28T05:48:17Z","2018-06-11T14:50:24Z"
"","376","SOLR-12361: _childDocuments as a map in SolrInputDocument","","closed","","moshebla","2018-05-16T15:42:10Z","2018-05-17T06:33:50Z"
"","372","LUCENE-8267: removed references to memory codecs.","","closed","","dweiss","2018-05-07T13:27:28Z","2019-01-19T01:07:08Z"
"","367","[Docs] Fix incorrect BitUtil.deinterleave() description","","closed","","nyurik","2018-04-29T23:08:23Z","2020-08-14T17:05:43Z"
"","361","SOLR-12271: Fix for analytics component reading negative values from double and float fields","","closed","","HoustonPutman","2018-04-25T15:13:45Z","2019-02-12T22:14:08Z"
"","358","SOLR-11277: Add auto hard commit setting based on tlog size","","closed","","rupss","2018-04-20T00:18:36Z","2018-05-03T22:04:15Z"
"","348","CREATEing SolrCore, Error  non legacy mode coreNodeName missing {schema=schema.xml, dataDir=data, config=solrconfig.xml}","","closed","","hadoop835","2018-03-30T15:25:39Z","2019-01-19T01:57:01Z"
"","342","SOLR-12120: New AuditLoggerPlugin type allowing custom Audit logger plugin","","closed","","janhoy","2018-03-23T11:43:08Z","2019-04-04T14:53:11Z"
"","340","Add SolrConfig to SolrRequestParsers constructor in EmbeddedSolrServer","","closed","","squallsama","2018-03-20T18:03:37Z","2021-10-01T20:13:56Z"
"","337","SOLR-12101 set explicit min/max timeouts","","closed","","nsoft","2018-03-15T23:15:58Z","2019-01-19T00:36:52Z"
"","334","LUCENE-8196","","closed","","romseygeek","2018-03-09T12:39:14Z","2019-01-19T00:37:47Z"
"","333","SOLR-12064: NullPointerException in JSON facet","","closed","","mrkarthik","2018-03-08T00:51:17Z","2018-03-19T14:05:38Z"
"","330","SOLR-12045: Moving the Analytics Component from contrib to core.","","closed","","HoustonPutman","2018-02-28T15:42:11Z","2020-01-23T20:54:39Z"
"","326","Trivial fix+test for LUCENE-8185 to check minWordSize even when removing binding characters","","open","","mkr","2018-02-25T21:07:00Z","2018-02-25T21:07:00Z"
"","324","SOLR-11795: Add Solr metrics exporter for Prometheus","","closed","","kojisekig","2018-02-20T08:09:29Z","2018-02-20T08:23:10Z"
"","323","SOLR-11731: LatLonPointSpatialField could be improved to return the lat/lon from docValues","","closed","","mrkarthik","2018-02-13T21:29:50Z","2018-03-17T16:23:31Z"
"","319","LUCENE-8152: Simplify conditional logic using advanceExact","","closed","","MathBunny","2018-02-02T00:40:43Z","2018-02-13T01:09:34Z"
"","318","LUCENE-8151: Use advanceExact removing redundant conditionals","","closed","","MathBunny","2018-02-02T00:22:19Z","2018-02-05T14:08:37Z"
"","317","LUCENE-8145: OffsetsEnum is now unitary","","closed","","romseygeek","2018-02-01T14:12:45Z","2018-02-02T10:02:19Z"
"","316","make DIH safer by not default checking the clean checkbox","","closed","","epugh","2018-01-31T20:42:25Z","2018-02-07T17:41:55Z"
"","313","SOLR-11924: Added a way to create collection set watchers in ZkStateReader.","","closed","","HoustonPutman","2018-01-29T21:52:25Z","2021-10-09T15:17:26Z"
"","306","Branch 7 2","","closed","","lndlwangwei","2018-01-14T07:33:58Z","2019-01-19T00:24:25Z"
"","302","LUCENE-8126:  Spatial prefix tree based on S2 geometry","","closed","","iverase","2018-01-10T15:35:34Z","2018-03-02T13:30:44Z"
"","297","fix: https://issues.apache.org/jira/browse/SOLR-11624","","closed","","abhidemon","2017-12-30T05:18:14Z","2018-01-13T20:17:50Z"
"","293","spellcheck prefix already contains a trailing dot","","open","","kevinlacire","2017-12-18T12:53:12Z","2018-01-01T12:31:29Z"
"","292","Removed extra whitespace","","closed","","leggiero","2017-12-17T16:50:07Z","2019-11-27T07:53:46Z"
"","287","SOLR-11331: Ability to Debug Solr With Eclipse IDE","","closed","","mrkarthik","2017-12-06T23:28:13Z","2018-03-19T14:03:53Z"
"","285","Lucene 8075","","closed","","imgpulak","2017-12-06T06:36:10Z","2017-12-06T06:41:17Z"
"","283","SOLR-11304: Fix Exception while returning document if LatLonPointSpatialField field is not stored","","closed","","mrkarthik","2017-12-04T17:32:29Z","2018-02-13T16:21:59Z"
"","282","SOLR-11622: Fix mime4j library dependency for Tika","","closed","","mrkarthik","2017-12-03T03:52:50Z","2017-12-05T15:41:13Z"
"","280","LUCENE-8011: Improve similarity explanations","","closed","","mayya-sharipova","2017-12-01T01:13:30Z","2017-12-13T09:07:30Z"
"","276","SOLR-11648: web UI to display and execute suggestions","","closed","","apoorvprecisely","2017-11-26T08:52:21Z","2019-01-19T00:21:32Z"
"","273","SOLR-11622: Fix mime4j library dependency for Tika","","closed","","mrkarthik","2017-11-14T00:24:40Z","2017-12-27T14:43:28Z"
"","266","Lucene 7804","","closed","","shawnfeldman","2017-10-24T19:59:14Z","2017-10-26T22:06:53Z"
"","261","SOLR-11480: Cleanup admin extra","","closed","","epugh","2017-10-12T20:05:14Z","2019-01-19T00:02:35Z"
"","257","SOLR-11423: Overseer queue needs a hard cap (maximum size) that clients respect","","closed","","dragonsinth","2017-10-02T23:21:54Z","2017-10-05T21:19:13Z"
"","256","SOLR-11423: Overseer queue needs a hard cap (maximum size) that clients respect","","closed","","dragonsinth","2017-10-02T21:21:17Z","2017-10-02T22:16:06Z"
"","255","how to use Learning To Rank","","closed","","ZivHsu","2017-10-02T09:00:04Z","2019-01-19T01:59:22Z"
"","253","SOLR-11399: UnifiedHighlighter ignores hl.fragsize value if hl.bs.type=SEPARATOR","","closed","","morissm","2017-09-25T22:13:09Z","2017-12-04T16:27:44Z"
"","252","LUCENE-7973: Update dictionary version for Ukrainian analyzer","","closed","","arysin","2017-09-20T15:46:53Z","2017-10-09T13:40:08Z"
"","251","LUCENE-7973: Update dictionary version for Ukrainian analyzer","","closed","","arysin","2017-09-20T15:46:38Z","2017-10-09T13:39:49Z"
"","250","LUCENE-7973: Update dictionary version for Ukrainian analyzer","","closed","","arysin","2017-09-20T15:46:04Z","2017-10-09T13:40:20Z"
"","245","SOLR-11331: Ability to Debug Solr With Eclipse IDE","","closed","","mrkarthik","2017-09-06T17:41:02Z","2017-12-06T23:30:19Z"
"","244","SOLR-11304: Fix Exception while returning document if LatLonPointSpatialField field is not stored","","closed","","mrkarthik","2017-09-06T17:39:44Z","2017-12-04T17:31:29Z"
"","237","SOLR-11272 - EmbeddedSolrServer: Set path in query request context for known SolrRequestHandlers","","closed","","Stephen-Allen","2017-08-22T01:55:14Z","2019-01-18T23:59:10Z"
"","234","Made minor changes to docstring to fix wording errors","","closed","","Rohan-B","2017-08-14T18:05:42Z","2019-11-27T07:59:28Z"
"","230","[SOLR-11209] Upgrade HttpClient to 4.5.3","","closed","","hgadre","2017-08-11T17:43:18Z","2019-01-18T23:57:37Z"
"","229","SOLR-11144: Initial version of the analytics component reference.","","closed","","HoustonPutman","2017-08-09T17:23:57Z","2017-11-02T19:32:16Z"
"","228","Branch 6 5","","closed","","AdityaParameshwara","2017-08-06T01:43:23Z","2019-01-18T23:54:46Z"
"","227","SOLR-11190: Fix GraphQuery not working if field has only docValues","","closed","","mrkarthik","2017-08-04T21:36:03Z","2017-08-10T13:31:54Z"
"","222","Branch 4x","","closed","","nirupam89","2017-07-19T12:30:23Z","2019-01-18T23:54:20Z"
"","213","SOLR-10877 More informative exceptions and log messages","","open","","sachingsachin","2017-06-13T05:16:02Z","2017-06-13T05:16:02Z"
"","212","SOLR-10877: More informative messages","","closed","","sachingsachin","2017-06-12T16:12:21Z","2017-06-13T05:14:37Z"
"","209","LUCENE-7855 The advanced parameters of the WikipediaTokenizer are added to the factory","","closed","","jpgilaberte","2017-05-29T11:08:11Z","2017-06-07T08:53:14Z"
"","208","[SOLR-10137] Ensure that ConfigSet created via an API is mutable","","closed","","hgadre","2017-05-25T18:33:57Z","2019-01-18T23:51:06Z"
